Name,Set,Type,Numbered,Team
Ray Bourque,1995-96 NHL Cool Trade Summit Redemption Refractor #6,Insert,,Bruins
Ed Belfour,1995-96 Parkhurst Goal Patrol #6,Insert,,Blackhawks
Mario Lemieux,1995-96 Parkhurst International Crown Collection Gold #3,Insert,,Penguins
Ray Bourque,1995-96 Parkhurst International Crown Collection Gold #9,Insert,,Bruins
Teemu Selanne,1995-96 Parkhurst International Crown Collection Gold #9,Insert,,Jets
Brett Hull,1995-96 Parkhurst International Crown Collection Silver #10,Insert,,Blues
Teemu Selanne,1995-96 Parkhurst International Crown Collection Silver #9,Insert,,Jets
Mario Lemieux,1995-96 Parkhurst Parkie Picks Art Ross #PP-11,Insert,"/1,000",Penguins
Peter Forsberg,1995-96 Parkhurst Parkie Picks Art Ross #PP-13,Insert,"/1,000",Avalanche
Jaromir Jagr,1995-96 Parkhurst Parkie Picks Art Ross #PP-14,Insert,"/1,000",Penguins
Paul Kariya,1995-96 Parkhurst Parkie Picks Art Ross #PP-15,Insert,"/1,000",Mighty Ducks
Daniel Alfredsson,1995-96 Parkhurst Parkie Picks Calder #PP-38,Insert,"/1,000",Senators
Mario Lemieux,1995-96 Parkhurst Parkie Picks Hart #PP-2,Insert,"/1,000",Penguins
Pierre Turgeon,1995-96 Parkhurst Parkie Picks Lady Byng #PP-50,Insert,"/1,000",Canadiens
Sergei Fedorov,1995-96 Parkhurst Parkie Picks Lady Byng #PP-52,Insert,"/1,000",Red Wings
Brett Hull,1995-96 Parkhurst Parkie Picks Lady Byng #PP-54,Insert,"/1,000",Blues
Martin Brodeur,1995-96 Pinnacle Clear Shots #1,Insert,,Devils
Jaromir Jagr,1995-96 Pinnacle Clear Shots #11,Insert,,Penguins
Pavel Bure,1995-96 Pinnacle Clear Shots #12,Insert,,Canucks
Mario Lemieux,1995-96 Pinnacle Clear Shots #13,Insert,,Penguins
Dominik Hasek,1995-96 Pinnacle Clear Shots #15,Insert,,Sabres
Paul Kariya,1995-96 Pinnacle Clear Shots #3,Insert,,Mighty Ducks
Mario Lemieux,1995-96 Pinnacle First Strike #13,Insert,,Penguins
Theoren Fleury,1995-96 Pinnacle First Strike #15,Insert,,Flames
Ed Belfour,1995-96 Pinnacle First Strike #7,Insert,,Blackhawks
Cam Neely,1995-96 Pinnacle Full Contact #1,Insert,,Bruins
Keith Tkachuk,1995-96 Pinnacle Full Contact #11,Insert,,Jets
Scott Stevens,1995-96 Pinnacle Full Contact #2,Insert,,Devils
Owen Nolan,1995-96 Pinnacle Full Contact #3,Insert,,Nordiques
Brendan Shanahan,1995-96 Pinnacle Full Contact #5,Insert,,Whalers
Jason Arnott,1995-96 Pinnacle Full Contact #8,Insert,,Oilers
Tie Domi,1995-96 Pinnacle Full Contact #9,Insert,,Maple Leafs
Jaromir Jagr,1995-96 Pinnacle McDonald�s #McD-1,Base,,Penguins
Patrick Roy,1995-96 Pinnacle McDonald�s #McD-25,Base,,Canadiens
Martin Brodeur,1995-96 Pinnacle McDonald�s #McD-27,Base,,Devils
Ian Laperriere,1995-96 Pinnacle Rink Collection #127,Parallel,,Blues
Brian Leetch,1995-96 Pinnacle Rink Collection #133,Parallel,,Rangers
Felix Potvin,1995-96 Pinnacle Rink Collection #142,Parallel,,Maple Leafs
Jocelyn Thibault,1995-96 Pinnacle Rink Collection #158,Parallel,,Nordiques
Jason Arnott,1995-96 Pinnacle Rink Collection #16,Parallel,,Oilers
Darren McCarty,1995-96 Pinnacle Rink Collection #176,Parallel,,Red Wings
Nicklas Lidstrom,1995-96 Pinnacle Rink Collection #180,Parallel,,Red Wings
Manny Fernandez,1995-96 Pinnacle Rink Collection #216,Parallel,,Stars
Richard Park,1995-96 Pinnacle Rink Collection #220,Parallel,,Penguins
Mark Recchi,1995-96 Pinnacle Rink Collection #24,Parallel,,Canadiens
Adam Oates,1995-96 Pinnacle Rink Collection #3,Parallel,,Bruins
Dave Andreychuk,1995-96 Pinnacle Rink Collection #31,Parallel,,Maple Leafs
Bill Guerin,1995-96 Pinnacle Rink Collection #32,Parallel,,Devils
Pierre Turgeon,1995-96 Pinnacle Rink Collection #34,Parallel,,Canadiens
Ron Francis,1995-96 Pinnacle Rink Collection #39,Parallel,,Penguins
Sergei Fedorov,1995-96 Pinnacle Rink Collection #44,Parallel,,Red Wings
Adam Graves,1995-96 Pinnacle Rink Collection #45,Parallel,,Rangers
Steve Rucchin,1995-96 Pinnacle Rink Collection #58,Parallel,,Mighty Ducks
Theoren Fleury,1995-96 Pinnacle Rink Collection #6,Parallel,,Flames
Dino Ciccarelli,1995-96 Pinnacle Rink Collection #74,Parallel,,Red Wings
Rob Blake,1995-96 Pinnacle Rink Collection Artist�s Proof #198,Parallel,,Kings
Felix Potvin,1995-96 Pinnacle Roaring Twenties #10,Insert,,Maple Leafs
Peter Bondra,1995-96 Pinnacle Roaring Twenties #14,Insert,,Capitals
Peter Forsberg,1995-96 Pinnacle Roaring Twenties #15,Insert,,Nordiques
Teemu Selanne,1995-96 Pinnacle Roaring Twenties #19,Insert,,Jets
Pierre Turgeon,1995-96 Pinnacle Roaring Twenties #20,Insert,,Canadiens
Mark Recchi,1995-96 Score Black Ice #10,Parallel,,Canadiens
Rob Blake,1995-96 Score Black Ice #11,Parallel,,Kings
Adam Oates,1995-96 Score Black Ice #119,Parallel,,Bruins
Theoren Fleury,1995-96 Score Black Ice #121,Parallel,,Flames
Brian Leetch,1995-96 Score Black Ice #124,Parallel,,Rangers
Paul Kariya,1995-96 Score Black Ice #125,Parallel,,Mighty Ducks
Mike Richter,1995-96 Score Black Ice #140,Parallel,,Rangers
Scott Stevens,1995-96 Score Black Ice #160,Parallel,,Devils
Ron Francis,1995-96 Score Black Ice #187,Parallel,,Penguins
Joe Nieuwendyk,1995-96 Score Black Ice #229,Parallel,,Flames
Alexei Yashin,1995-96 Score Black Ice #230,Parallel,,Senators
Martin Brodeur,1995-96 Score Black Ice #25,Parallel,,Devils
Zigmund Palffy,1995-96 Score Black Ice #267,Parallel,,Islanders
Claude Lemieux,1995-96 Score Black Ice #269,Parallel,,Devils
Chris Chelios,1995-96 Score Black Ice #3,Parallel,,Blackhawks
Peter Forsberg,1995-96 Score Black Ice #31,Parallel,,Nordiques
Martin Brodeur,1995-96 Score Black Ice #323,Parallel,,Devils
Brett Hull,1995-96 Score Black Ice #46,Parallel,,Blues
Scott Niedermayer,1995-96 Score Black Ice #52,Parallel,,Devils
Jeremy Roenick,1995-96 Score Black Ice #55,Parallel,,Blackhawks
Teemu Selanne,1995-96 Score Black Ice #7,Parallel,,Jets
Owen Nolan,1995-96 Score Black Ice #83,Parallel,,Nordiques
Eric Lindros,1995-96 Score Check-It #1,Insert,,Flyers
Peter Forsberg,1995-96 Score Check-It #7,Insert,,Nordiques
Wayne Gretzky,1995-96 Score Dream Team #1,Insert,,Kings
Sergei Fedorov,1995-96 Score Dream Team #2,Insert,,Red Wings
Doug Gilmour,1995-96 Score Dream Team #6,Insert,,Maple Leafs
Daniel Alfredsson,1995-96 Select Certified #122,Base,,Senators
Ed Jovanowski,1995-96 Select Certified Certified Future #10,Insert,,Panthers
Paul Kariya,1995-96 Select Certified Certified Future #3,Insert,,Mighty Ducks
Saku Koivu,1995-96 Select Certified Certified Future #5,Insert,,Canadiens
Jeremy Roenick,1995-96 Select Certified Double Strike Gold #7,Insert,,Blackhawks
Joe Sakic,1995-96 Select Certified Gold Team #8,Insert,,Avalanche
Saku Koivu,1995-96 Select Certified Mirror Gold #117,Parallel,,Canadiens
Paul Kariya,1995-96 Select Certified Mirror Gold #13,Parallel,,Mighty Ducks
Mark Messier,1995-96 Select Certified Mirror Gold #14,Parallel,,Rangers
Joe Nieuwendyk,1995-96 Select Certified Mirror Gold #32,Parallel,,Stars
Keith Tkachuk,1995-96 Select Certified Mirror Gold #37,Parallel,,Jets
Stephane Richer,1995-96 Select Certified Mirror Gold #39,Parallel,,Devils
Kevin Stevens,1995-96 Select Certified Mirror Gold #46,Parallel,,Kings
Adam Graves,1995-96 Select Certified Mirror Gold #47,Parallel,,Rangers
Doug Gilmour,1995-96 Select Certified Mirror Gold #48,Parallel,,Maple Leafs
Joe Murphy,1995-96 Select Certified Mirror Gold #50,Parallel,,Blackhawks
Peter Bondra,1995-96 Select Certified Mirror Gold #51,Parallel,,Capitals
Ron Francis,1995-96 Select Certified Mirror Gold #52,Parallel,,Penguins
Mike Gartner,1995-96 Select Certified Mirror Gold #54,Parallel,,Maple Leafs
Bill Ranford,1995-96 Select Certified Mirror Gold #55,Parallel,,Bruins
Jeff Friesen,1995-96 Select Certified Mirror Gold #56,Parallel,,Sharks
Cam Neely,1995-96 Select Certified Mirror Gold #57,Parallel,,Bruins
Daren Puppa,1995-96 Select Certified Mirror Gold #58,Parallel,,Lightning
Rod Brind�Amour,1995-96 Select Certified Mirror Gold #59,Parallel,,Flyers
Jeremy Roenick,1995-96 Select Certified Mirror Gold #60,Parallel,,Blackhawks
Brett Lindros,1995-96 Select Certified Mirror Gold #61,Parallel,,Islanders
Todd Harvey,1995-96 Select Certified Mirror Gold #62,Parallel,,Stars
Kirk McLean,1995-96 Select Certified Mirror Gold #63,Parallel,,Canucks
Sergei Zubov,1995-96 Select Certified Mirror Gold #67,Parallel,,Penguins
Keith Primeau,1995-96 Select Certified Mirror Gold #71,Parallel,,Red Wings
Paul Kariya,1995-96 Skybox Impact Countdown to Impact #7,Insert,,Mighty Ducks
Kenny Jonsson,1995-96 Skybox Impact NHL on Fox #13,Insert,,Maple Leafs
Daniel Alfredsson,1995-96 SP #100,Base,,Senators
Jarome Iginla,1995-96 SP #170,Base,,Flames
Scott Stevens,1995-96 SP Holoview #FX13,Insert,,Devils
Daniel Alfredsson,1995-96 SP Holoview #FX15,Insert,,Senators
Paul Kariya,1995-96 SP Holoview #FX2,Insert,,Mighty Ducks
Pavel Bure,1995-96 SP Holoview #FX20,Insert,,Canucks
Chris Chelios,1995-96 SP Holoview #FX3,Insert,,Blackhawks
Peter Forsberg,1995-96 SP Holoview #FX4,Insert,,Avalanche
Paul Coffey,1995-96 SP Holoview #FX6,Insert,,Red Wings
Doug Weight,1995-96 SP Holoview #FX9,Insert,,Oilers
Martin Brodeur,1995-96 SP Holoview Die-Cut #FX12,Insert,,Devils
Jason Arnott,1995-96 SP Holoview Die-Cut #FX8,Insert,,Oilers
Martin Brodeur,1995-96 SP Stars #E18,Insert,,Devils
Patrick Roy,1995-96 SP Stars #E9,Insert,,Avalanche
Daniel Alfredsson,1995-96 Stadium Club #ER206,Base,,Senators
Teemu Selanne,1995-96 Stadium Club Extreme North #2EN,Insert,,Jets
Pierre Turgeon,1995-96 Stadium Club Extreme North #7EN,Insert,,Canadiens
Alexander Mogilny,1995-96 Stadium Club Extreme North #9EN,Insert,,Canucks
Wayne Gretzky/Mario Lemieux,1995-96 Stadium Club Nemeses #N2,Insert,,Kings/Penguins
Pierre Turgeon,1995-96 Stadium Club Power Streak #PS1,Insert,,Canadiens
Eric Lindros,1995-96 Stadium Club Power Streak #PS2,Insert,,Flyers
Ron Francis,1995-96 Stadium Club Power Streak #PS3,Insert,,Penguins
Mikael Renberg,1995-96 Stadium Club Power Streak #PS5,Insert,,Flyers
John LeClair,1995-96 Stadium Club Power Streak #PS6,Insert,,Flyers
Dino Ciccarelli,1995-96 Stadium Club Power Streak #PS7,Insert,,Red Wings
Brett Hull,1995-96 Stadium Club Power Streak #PS9,Insert,,Blues
Rob Niedermayer,1995-96 Summit Artists Proof #105,Parallel,,Panthers
Bill Guerin,1995-96 Summit Artists Proof #111,Parallel,,Devils
Jaromir Jagr,1995-96 Summit General Managers Choice #11,Insert,,Penguins
Brett Hull,1995-96 Summit General Managers Choice #17,Insert,,Blues
Paul Kariya,1995-96 Summit General Managers Choice #19,Insert,,Mighty Ducks
Brendan Shanahan,1995-96 Summit General Managers Choice #20,Insert,,Whalers
Brian Leetch,1995-96 Summit General Managers Choice #4,Insert,,Rangers
Scott Stevens,1995-96 Summit General Managers Choice 8,Insert,,Devils
Alexei Yashin,1995-96 Summit Ice #101,Parallel,,Senators
Paul Kariya,1995-96 Summit Ice #2,Parallel,,Mighty Ducks
Adam Oates,1995-96 Summit Ice #4,Parallel,,Bruins
Peter Bondra,1995-96 Summit Mad Hatter #11,Insert,,Capitals
Alexei Yashin,1995-96 Summit Mad Hatter #12,Insert,,Senators
Joe Nieuwendyk,1995-96 Summit Mad Hatter #13,Insert,,Stars
Luc Robitaille,1995-96 Summit Mad Hatter #14,Insert,,Rangers
John LeClair,1995-96 Summit Mad Hatter #3,Insert,,Flyers
Cam Neely,1995-96 Summit Mad Hatter #4,Insert,,Bruins
Alexei Zhamnov,1995-96 Summit Mad Hatter #5,Insert,,Jets
Jason Arnott,1995-96 Summit Mad Hatter #6,Insert,,Oilers
Sergei Fedorov,1995-96 Summit Mad Hatter #9,Insert,,Red Wings
Brett Hull,1995-96 Topps Hidden Gems #10HG,Insert,,Blues
Rick Tocchet,1995-96 Topps Hidden Gems #15HG,Insert,,Kings
Paul Kariya,1995-96 Topps Home Grown #HGC7,Insert,,Mighty Ducks
Paul Kariya,1995-96 Topps Mystery Finest Refractor #M14,Insert,,Mighty Ducks
Joe Sakic,1995-96 Topps Mystery Finest Refractor #M6,Insert,,Avalanche
Peter Forsberg,1995-96 Topps New to the Game #10NG,Insert,,Avalanche
Paul Kariya,1995-96 Topps New to the Game #5NG,Insert,,Mighty Ducks
Cam Neely,1995-96 Topps Power Boosters #15,Insert,,Bruins
Pierre Turgeon,1995-96 Topps Power Boosters #21,Insert,,Canadiens
Luc Robitaille,1995-96 Topps Power Boosters #379,Insert,,Rangers
Mark Messier,1995-96 Topps Power Boosters #5,Insert,,Rangers
Paul Kariya,1995-96 Topps Power Boosters #7,Insert,,Mighty Ducks
Eric Lindros/John LeClair/Mikael Renberg,1995-96 Topps Power Lines #1PL,Insert,,Flyers
Teemu Selanne/Keith Tkachuk/Alexei Zhamnov,1995-96 Topps Power Lines #2PL,Insert,,Jets
Mark Messier/Pat Verbeek/Adam Graves,1995-96 Topps Power Lines #3PL,Insert,,Rangers
Jeremy Roenick/Tony Amonte/Patrick Polin,1995-96 Topps Power Lines #4PL,Insert,,Blackhawks
Jaromir Jagr/Ron Francis/Kevin Stevens,1995-96 Topps Power Lines #5PL,Insert,,Penguins
Adam Oates/Cam Neely/Mariusz Czerkawski,1995-96 Topps Power Lines #7PL,Insert,,Bruins
Jaromir Jagr,1995-96 Topps Profiles #PF-4,Insert,,Penguins
Sergei Fedorov,1995-96 Topps Profiles #PF-5,Insert,,Red Wings
Martin Brodeur,1995-96 Topps Profiles #PF-6,Insert,,Devils
Martin Brodeur,1995-96 Topps Young Stars #YS2,Insert,,Devils
Daniel Alfredsson,1995-96 Ultra #329,Base,,Sabres
Paul Kariya,1995-96 Ultra All-Rookie #5,Insert,,Mighty Ducks
Peter Forsberg,1995-96 Ultra Gold Medallion #132,Parallel,,Nordiques
Dominik Hasek,1995-96 Ultra Gold Medallion #18,Parallel,,Sabres
Paul Kariya,1995-96 Ultra Gold Medallion #3,Parallel,,Mighty Ducks
Ron Francis,1995-96 Ultra Premier Pivot #2,Insert,,Penguins
Mark Messier,1995-96 Ultra Premier Pivot #5,Insert,,Rangers
Eric Lindros,1995-96 Ultra Premier Pivot Gold Medallion #4,Insert,,Flyers
Joe Sakic,1995-96 Ultra Premier Pivot Gold Medallion #8,Insert,,Nordiques
Theoren Fleury,1995-96 Ultra Red Light Special #2,Insert,,Flames
Jaromir Jagr,1995-96 Ultra Red Light Special #4,Insert,,Penguins
Eric Lindros,1995-96 Ultra Red Light Special #6,Insert,,Flyers
Eric Lindros,1995-96 Ultra Red Light Special Gold Medallion #6,Insert,,Flyers
Scott Niedermayer,1995-96 Ultra Rising Stars #5,Insert,,Devils
Keith Primeau,1995-96 Ultra Rising Stars #6,Insert,,Red Wings
Ray Bourque/Paul Coffey,1995-96 Upper Deck All-Star Game #AS1,Insert,,Bruins/Red Wings
John LeClair/Paul Kariya,1995-96 Upper Deck All-Star Game #AS14,Insert,,Flyers/Mighty Ducks
Mark Messier/Doug Weight,1995-96 Upper Deck All-Star Game #AS16,Insert,,Rangers/Oilers
Scott Stevens/Chris Chelios,1995-96 Upper Deck All-Star Game #AS2,Insert,,Devils/Blackhawks
Dominik Hasek/Felix Potvin,1995-96 Upper Deck All-Star Game #AS20,Insert,,Sabres/Maple Leafs
Brendan Shanahan/Pavel Bure,1995-96 Upper Deck All-Star Game #AS4,Insert,,Whalers/Canucks
Brian Leetch/Nicklas Lidstrom,1995-96 Upper Deck All-Star Game #AS7,Insert,,Rangers/Red Wings
Mark Messier,1995-96 Upper Deck Electric Ice #169,Parallel,,Rangers
Chris Chelios,1995-96 Upper Deck Electric Ice #170,Parallel,,Blackhawks
Jarome Iginla,1995-96 Upper Deck Electric Ice #179,Parallel,,Flames
Brendan Shanahan,1995-96 Upper Deck Electric Ice #184,Parallel,,Whalers
Alexander Mogilny,1995-96 Upper Deck Electric Ice #188,Parallel,,Canucks
Paul Kariya,1995-96 Upper Deck Electric Ice #206,Parallel,,Mighty Ducks
Mats Sundin,1995-96 Upper Deck Electric Ice #219,Parallel,,Nordiques
Jeremy Roenick,1995-96 Upper Deck Electric Ice #227,Parallel,,Blackhawks
Brett Hull,1995-96 Upper Deck Electric Ice #233,Parallel,,Blues
Theoren Fleury,1995-96 Upper Deck Electric Ice #235,Parallel,,Flames
Cam Neely,1995-96 Upper Deck Electric Ice #237,Parallel,,Bruins
Chris Chelios,1995-96 Upper Deck Electric Ice #238,Parallel,,Blackhawks
Jeremy Roenick,1995-96 Upper Deck Electric Ice #241,Parallel,,Blackhawks
Luc Robitaille,1995-96 Upper Deck Electric Ice #244,Parallel,,Rangers
Paul Kariya,1995-96 Upper Deck Electric Ice #245,Parallel,,Mighty Ducks
John LeClair,1995-96 Upper Deck Electric Ice #247,Parallel,,Flyers
Brett Hull,1995-96 Upper Deck Electric Ice #251,Parallel,,Blues
Ron Francis,1995-96 Upper Deck Electric Ice #255,Parallel,,Penguins
Al MacInnis,1995-96 Upper Deck Electric Ice #290,Parallel,,Blues
Doug Gilmour,1995-96 Upper Deck Electric Ice #291,Parallel,,Maple Leafs
Ray Bourque,1995-96 Upper Deck Electric Ice #300,Parallel,,Bruins
Nicklas Lidstrom,1995-96 Upper Deck Electric Ice #34,Parallel,,Red Wings
Ed Belfour,1995-96 Upper Deck Electric Ice #455,Parallel,,Blackhawks
Ron Francis,1995-96 Upper Deck Electric Ice #46,Parallel,,Penguins
Keith Tkachuk,1995-96 Upper Deck Electric Ice #464,Parallel,,Jets
Scott Stevens,1995-96 Upper Deck Electric Ice #482,Parallel,,Devils
Mark Recchi,1995-96 Upper Deck Electric Ice #490,Parallel,,Canadiens
Daniel Alfredsson,1995-96 Upper Deck Electric Ice #504,Parallel,,Senators
John LeClair,1995-96 Upper Deck Electric Ice #7,Parallel,,Flyers
Nikolai Khabibulin,1995-96 Upper Deck Electric Ice #85,Parallel,,Jets
Peter Forsberg,1995-96 Upper Deck NHL Cool Trade Redemption Die-Cut #12,Insert,,Avalanche
Wayne Gretzky,1995-96 Upper Deck Wayne Gretzky�s Record Collection #G14,Insert,,Kings
Daniel Alfredsson,1995-96 Zenith #149,Base,,Senators
Claude Lemieux,1995-96 Zenith Gifted Grinders #4,Insert,,Avalanche
Cory Stillman,1995-96 Zenith Rookie Roll Call #16,Insert,,Flames
Martin Brodeur,1995-96 Zenith Z-Team #2,Insert,,Devils
Mark Messier,1995-96 Zenith Z-Team #5,Insert,,Rangers
Mark Messier,1996-97 Collector�s Choice Crash the Game Prizes #CR30,Insert,,Rangers
Jaromir Jagr,1996-97 Collector�s Choice MVP #UD43,Insert,,Penguins
Paul Kariya,1996-97 Collector�s Choice MVP Gold #UD10,Insert,,Mighty Ducks
Mark Messier,1996-97 Collector�s Choice Stick-Ums #S10,Insert,,Rangers
Teemu Selanne,1996-97 Collector�s Choice Stick-Ums #S13,Insert,,Mighty Ducks
Pavel Bure,1996-97 Collector�s Choice Stick-Ums #S16,Insert,,Canucks
Peter Forsberg,1996-97 Collector�s Choice Stick-Ums #S3,Insert,,Avalanche
Cam Neely,1996-97 Collector�s Choice Stick-Ums #S5,Insert,,Bruins
Jeremy Roenick,1996-97 Collector�s Choice Stick-Ums #S6,Insert,,Blackhawks
Mario Lemieux,1996-97 Collector�s Choice Stick-Ums #S7,Insert,,Penguins
Eric Lindros,1996-97 Collector�s Choice Stick-Ums #S9,Insert,,Flyers
Alexander Mogilny,1996-97 Collectors Choice Crash the Game (vs Buffalo) #C3,Insert,,Canucks
Peter Bondra,1996-97 Collectors Choice Crash the Game (vs Detroit) #C4,Insert,,Capitals
Paul Kariya,1996-97 Collectors Choice Crash the Game (vs Florida) #C24,Insert,,Mighty Ducks
Paul Kariya,1996-97 Collectors Choice Crash the Game (vs NY Rangers) #C24,Insert,,Mighty Ducks
Teemu Selanne,1996-97 Collectors Choice Crash the Game (vs Philadelphia) #C19,Insert,,Mighty Ducks
Daniel Alfredsson,1996-97 Collectors Choice Crash the Game (vs Vancouver) #C13,Insert,,Senators
Paul Kariya,1996-97 Collectors Choice Crash the Game (vsBoston) #C24,Insert,,Mighty Ducks
Keith Tkachuk,1996-97 Donruss Canadian Ice Canadian Red #22,Parallel,/750,Coyotes
Paul Kariya,1996-97 Donruss Canadian Ice Canadian Red #3,Parallel,/750,Mighty Ducks
Mario Lemieux,1996-97 Donruss Canadian Ice Mario Lemieux Scrapbook #11,Insert,1137/1966,Penguins
Mario Lemieux,1996-97 Donruss Canadian Ice Mario Lemieux Scrapbook #19,Insert,0859/1966,Penguins
Mario Lemieux,1996-97 Donruss Canadian Ice Mario Lemieux Scrapbook #23,Insert,0523/1966,Penguins
Mario Lemieux,1996-97 Donruss Canadian Ice Mario Lemieux Scrapbook #25,Insert,0652/1966,Penguins
Mario Lemieux,1996-97 Donruss Canadian Ice Mario Lemieux Scrapbook #3,Insert,0448/1966,Penguins
Mario Lemieux,1996-97 Donruss Canadian Ice Mario Lemieux Scrapbook #7,Insert,1501/1966,Penguins
Mario Lemieux,1996-97 Donruss Canadian Ice Mario Lemieux Scrapbook #8,Insert,0858/1966,Penguins
Mario Lemieux,1996-97 Donruss Canadian Ice Mario Lemieux Scrapbook #9,Insert,0902/1966,Penguins
Paul Kariya,1996-97 Donruss Canadian Ice O Canada #2,Insert,1739/2000,Mighty Ducks
Jarome Iginla,1996-97 Donruss Canadian Ice O Canada #4,Insert,0940/2000,Flames
Martin Brodeur/Jim Carey/John Vanbiesbrouck,1996-97 Donruss Dominators #1,Insert,4272/5000,Devils/Capitals/Panthers
Nikolai Khabibulin/Chris Osgood/Jocelyn Thibault,1996-97 Donruss Dominators #2,Insert,3237/5000,Jets/Red Wings/Canadiens
Paul Kariya/Teemu Selanne/Keith Tkachuk,1996-97 Donruss Dominators #8,Insert,4157/5000,Mighty Ducks/Jets
Eric Daze,1996-97 Donruss Elite Aspirations #1,Insert,2663/3000,Blackhawks
Jere Lehtinen,1996-97 Donruss Elite Aspirations #10,Insert,1919/3000,Stars
Jarome Iginla,1996-97 Donruss Elite Aspirations #19,Insert,2206/3000,Flames
Daniel Alfredsson,1996-97 Donruss Elite Aspirations #2,Insert,2544/3000,Senators
Wade Redden,1996-97 Donruss Elite Aspirations #24,Insert,1001/3000,Senators
Saku Koivu,1996-97 Donruss Elite Aspirations #5,Insert,0905/3000,Canadiens
Ed Jovanowski,1996-97 Donruss Elite Aspirations #6,Insert,0538/3000,Panthers
Paul Kariya,1996-97 Donruss Elite Die-Cut Stars #1,Parallel,,Mighty Ducks
Daniel Alfredsson,1996-97 Donruss Elite Die-Cut Stars #100,Parallel,,Senators
Sergei Zubov,1996-97 Donruss Elite Die-Cut Stars #111,Parallel,,Stars
Petr Sykora,1996-97 Donruss Elite Die-Cut Stars #122,Parallel,,Devils
Jarome Iginla,1996-97 Donruss Elite Die-Cut Stars #131,Parallel,,Flames
Owen Nolan,1996-97 Donruss Elite Die-Cut Stars #42,Parallel,,Stars
Paul Coffey,1996-97 Donruss Elite Die-Cut Stars #72,Parallel,,Flyers
Sergei Fedorov,1996-97 Donruss Elite Die-Cut Stars #9,Parallel,,Red Wings
Mark Messier,1996-97 Donruss Elite Perspective #2,Insert,260/500,Rangers
Pavel Bure,1996-97 Donruss Elite Series #1,Insert,03789/10000,Canucks
Peter Forsberg,1996-97 Donruss Elite Status #7,Insert,040/750,Avalanche
Eric Daze,1996-97 Donruss Hit List #12,Insert,07362/10000,Blackhawks
Claude Lemieux,1996-97 Donruss Hit List #18,Insert,08815/10000,Avalanche
Theoren Fleury,1996-97 Donruss Hit List #20,Insert,04645/10000,Flames
